id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,rating,weight,network,network_name,network_country,network_country_code,webChannel_name,externals,image,summary,Drama,Science-Fiction,Thriller,Action,Crime,Horror,Romance,Adventure,Espionage,Music,Mystery,Supernatural,Fantasy,Family,Anime,Comedy,History,Medical,Legal,Western,War,Sports,Food,Travel,Adult,Children,DIY,Nature
58273,https://www.tvmaze.com/shows/58273/the-jerry-lewis-show,The Jerry Lewis Show,Talk Show,English,[],Ended,60.0,60.0,1984-06-18,1984-06-22,,,4,"{'id': 72, 'name': 'Syndication', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Syndication,United States,US,,"{'tvrage': None, 'thetvdb': 298516, 'imdb': 'tt12318902'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39444,https://www.tvmaze.com/shows/39444/food-buddha,Food Buddha,Reality,English,['Food'],Ended,30.0,30.0,2010-06-14,2010-06-14,,,4,"{'id': 80, 'name': 'TLC', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",TLC,United States,US,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",,<p>A chef goes to three restaurants in each city he visits and orders one of each item on the menu before returning to his own kitchen to create a new dish inspired by his experience.</p>,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
45656,https://www.tvmaze.com/shows/45656/corpus-christi,Corpus Christi,Documentary,,['History'],Ended,52.0,52.0,1997-03-25,1997-04-12,,,7,"{'id': 414, 'name': 'ARTE', 'country': {'name': 'France', 'code': 'FR', 'timezone': 'Europe/Paris'}, 'officialSite': 'https://www.arte.tv/'}",ARTE,France,FR,,"{'tvrage': None, 'thetvdb': 194591, 'imdb': 'tt0380098'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/234/585869.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/234/585869.jpg'}",,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
60724,https://www.tvmaze.com/shows/60724/your-body-uncovered-with-kate-garraway,Your Body Uncovered with Kate Garraway,Reality,English,[],Running,60.0,60.0,2022-03-02,,https://www.bbc.co.uk/programmes/m00151jb,,62,"{'id': 37, 'name': 'BBC Two', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbctwo'}",BBC Two,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/397/994809.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/397/994809.jpg'}",<p>See your body like never before - from the inside out. Kate Garraway and Dr Guddi Singh use the latest technology to help patients understand their everyday medical conditions.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53240,https://www.tvmaze.com/shows/53240/bump-birth-baby,Bump Birth Baby,Reality,English,[],Running,30.0,40.0,2019-05-14,,https://www.bbc.co.uk/programmes/m00054sm,,23,"{'id': 1648, 'name': 'BBC Scotland', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': None}",BBC Scotland,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 364081, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/295/737968.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/295/737968.jpg'}",<p>Series in which mums and mums-to-be film their own stories for social media.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,https://www.tvmaze.com/shows/1185/fatal-vows,Fatal Vows,Documentary,English,"['Drama', 'Crime', 'Thriller']",Ended,60.0,60.0,2012-11-17,2020-04-20,https://www.investigationdiscovery.com/tv-shows/fatal-vows/,,61,"{'id': 89, 'name': 'Investigation Discovery', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Investigation Discovery,United States,US,,"{'tvrage': 31325, 'thetvdb': 265368, 'imdb': 'tt2505330'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/447/1119635.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/447/1119635.jpg'}","<p>When marriages fail, divorce can turn ugly - even, deadly: what was once a passionate union becomes plagued by spite, greed, betrayal and, literally, backstabbing. Each episode explores tumultuous, shocking, and disturbing divorces, and delves into the criminal psychology behind what actually happens when one spouse determines that the only way out is murder. Guiding viewers through these crimes of passion are Dr. Brian Russell, an attorney as well as a forensic and clinical psychologist, and Stacy Kaiser, a licensed psychotherapist and relationship expert. In each episode, the two experts examine the couple featured and provide analysis on marriages that break down to the point that divorce and murder collide.</p>",1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
33860,https://www.tvmaze.com/shows/33860/podari-mne-zizn,Подари мне жизнь,Scripted,Russian,"['Drama', 'Romance']",Ended,50.0,50.0,2017-12-10,2017-12-10,http://kanalukraina.tv/ru/programs/t-s-podari-mne-zhizn,,10,"{'id': 365, 'name': 'Україна', 'country': {'name': 'Ukraine', 'code': 'UA', 'timezone': 'Europe/Zaporozhye'}, 'officialSite': None}",Україна,Ukraine,UA,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/138/345728.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/138/345728.jpg'}",,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61539,https://www.tvmaze.com/shows/61539/collar-confessions,Collar Confessions,Scripted,English,"['Drama', 'Romance', 'Thriller']",To Be Determined,10.0,10.0,2021-10-07,,https://www.here.tv/series/collar-confessions,,11,"{'id': 988, 'name': 'Here TV', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Here TV,United States,US,,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt15845416'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/424/1061463.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/424/1061463.jpg'}","<p>Pastor Eddie Lawrence was recently exposed for secretly indulging in sinful urges while leading a ministry. After losing his church in a fire caused by his husband Quentin, they start over in a new home but are soon caught off guard by escalating events.</p>",1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
51769,https://www.tvmaze.com/shows/51769/abrikol,Абриколь,Scripted,Russian,"['Comedy', 'Mystery']",Ended,54.0,54.0,2020-11-04,2020-11-04,https://russia.tv/brand/show/brand_id/65469/,,20,"{'id': 239, 'name': 'Россия 1', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",Россия 1,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/282/705592.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/282/705592.jpg'}",,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
57184,https://www.tvmaze.com/shows/57184/t1,T1,Documentary,Dutch,['Sports'],Ended,,39.0,2019-11-22,2019-12-27,https://telenettv.be/nl/show-page.html/crid%3A~~2F~~2Ftelenet.be~~2Feb06fb40-b990-46ff-b3fc-5ca453d43e21/t1.html,,6,"{'id': 1858, 'name': 'Play Sports Open', 'country': {'name': 'Belgium', 'code': 'BE', 'timezone': 'Europe/Brussels'}, 'officialSite': None}",Play Sports Open,Belgium,BE,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/352/881421.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/352/881421.jpg'}",,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
69630,https://www.tvmaze.com/shows/69630/muhamiat-alshaytan,Muhamiat Alshaytan,Scripted,Arabic,"['Drama', 'Crime']",To Be Determined,,36.0,2023-07-13,,https://www.netflix.com/title/81685284,,79,,,,,Netflix,"{'tvrage': None, 'thetvdb': 436747, 'imdb': 'tt28210839'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/467/1167796.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/467/1167796.jpg'}","<p>In Kuwait City, a determined defense lawyer defies popular sentiment and takes on a polarizing client: a footballer accused of murdering his wife.</p>",1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
39925,https://www.tvmaze.com/shows/39925/sunderland-til-i-die,Sunderland 'Til I Die,Documentary,English,['Sports'],Ended,,41.0,2018-12-14,2020-04-01,https://www.netflix.com/title/80207046,,65,,,,,Netflix,"{'tvrage': None, 'thetvdb': 356325, 'imdb': 'tt8914684'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/249/623542.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/249/623542.jpg'}",<p><b>Sunderland 'Til I Die</b> follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.</p>,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
66205,https://www.tvmaze.com/shows/66205/the-blood-of-youth,The Blood of Youth,Scripted,Chinese,[],Ended,45.0,45.0,2022-12-26,2023-01-31,https://v.youku.com/v_nextstage/id_daafdde1e4e94539bc64.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle,,11,,,,,Youku,"{'tvrage': None, 'thetvdb': 428762, 'imdb': 'tt24252088'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/439/1098790.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/439/1098790.jpg'}","<p>Adapted from the novel <b>""Shao Nian Ge Xing"" </b>(少年歌行) by Zhou Mu Nan (周木楠).<br />Aspiring young hero Lei Wu Jie was on his way to the great Xue Yue City when he mistakenly strayed into the Fallen Snow Villa. His first heroic deed does not go as planned since he ended up owing the owner Xiao Se a debt for the damages to his place. Left with no choice, Lei Wu Jie takes Xiao Se along and on their journey, they meet Tang Lian who is a disciple of the Tang sect. Together, the group of youths embark on an adventure.</p><p> </p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
19579,https://www.tvmaze.com/shows/19579/birdy-the-mighty-decode,Birdy the Mighty Decode,Animation,Japanese,"['Comedy', 'Action', 'Anime', 'Science-Fiction']",Ended,25.0,25.0,2008-07-04,2009-03-28,http://www.birdy-tv.com/season01/index.html,,37,"{'id': 163, 'name': 'SUN-TV', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",SUN-TV,Japan,JP,,"{'tvrage': None, 'thetvdb': 82884, 'imdb': 'tt1245698'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/69/172651.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/69/172651.jpg'}","<p>Federation investigator Birdy chases the space criminal Geega through space to Earth, where he hides in the entertainment industry under a human disguise. Birdy goes undercover herself, posing as famous model ""Arita Shion"" that often uses a ‘space girl' look. A male student, Senkawa, stumbles upon a fight between the two one night in an abandoned building only to be severed in half as he is used as a shield by Geega against Birdy. Birdy heals him from imminent death in some fashion- but Senkawas body, and life, are now changed and permanently linked to Birdy.</p>",,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
30029,https://www.tvmaze.com/shows/30029/mail-order-murder,Mail Order Murder,Documentary,English,['Crime'],Ended,30.0,30.0,2014-12-03,2015-01-07,,,36,"{'id': 89, 'name': 'Investigation Discovery', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Investigation Discovery,United States,US,,"{'tvrage': None, 'thetvdb': 288961, 'imdb': 'tt5089952'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/119/297772.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/119/297772.jpg'}","<p><b>Mail Order Murder</b> uncovers stories of lovers who have clocked hours traveling overseas and browsing mail order bride catalogues for their fairytale ending, but what happens when the search turns deadly?</p>",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
7664,https://www.tvmaze.com/shows/7664/kiralik-ask,Kiralık Aşk,Scripted,Turkish,"['Comedy', 'Romance']",Ended,120.0,120.0,2015-06-19,2017-01-20,http://www.startv.com.tr/dizi/kiralik-ask,,51,"{'id': 409, 'name': 'Star TV', 'country': {'name': 'Turkey', 'code': 'TR', 'timezone': 'Europe/Istanbul'}, 'officialSite': None}",Star TV,Turkey,TR,,"{'tvrage': 49822, 'thetvdb': 297957, 'imdb': 'tt4787052'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/28/70548.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/28/70548.jpg'}","<p>Defne, a poor girl living with her grand mother, brother and sister is tangled in a deal to make the famous business man, Omer fall in love with her and marry her before it's too late. Defne is forced to do this due to life obstacles and with her differences, will she be able to make Omer fall in love with her?</p>",,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
24721,https://www.tvmaze.com/shows/24721/a-mi-kis-falunk,A mi kis falunk,Scripted,Hungarian,['Comedy'],Running,45.0,45.0,2017-02-02,,http://rtl.hu/rtlklub/amikisfalunk,,78,"{'id': 426, 'name': 'RTL', 'country': {'name': 'Hungary', 'code': 'HU', 'timezone': 'Europe/Budapest'}, 'officialSite': None}",RTL,Hungary,HU,,"{'tvrage': None, 'thetvdb': 323256, 'imdb': 'tt6445410'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/164/412199.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/164/412199.jpg'}","<p>What is life in our little village like? Impossible situations, familiar characters, and a community where nothing works the way it should. Funny and emotional stories about people who the viewer will instantly become found of. And whom, we all know. Gyuri, the macho-man of the village. The mayor who spends public money on himself. Teca, the 'hot-girl' innkeeper, who serves expensive beer, but taps intrigue for free. Erika, the administrator who has been engaged for a millennium. Laci, the kind-hearted village fool who wants to be a mayor. Stoki, the policeman who does not even have a gun and only dreams about actual crimes. Janó, the veterinarian who treats people if there is no better choice. The priest, who captivates the heart of all local women. Common characters in uncommon situations. There is only one thing that is certain, everything is always more complicated than it should be.</p>",,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
60507,https://www.tvmaze.com/shows/60507/den-svatogo-valentina,День святого Валентина,Scripted,Russian,"['Drama', 'Romance']",Running,,,2022-02-16,,https://domashniy.ru/serials/den-svyatogo-valentina,,3,"{'id': 495, 'name': 'Домашний', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",Домашний,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
63644,https://www.tvmaze.com/shows/63644/diy-sos-the-big-build-ireland,DIY SOS: The Big Build Ireland,Reality,English,['DIY'],Running,50.0,50.0,2020-10-18,,,,4,"{'id': 165, 'name': 'RTÉ ONE', 'country': {'name': 'Ireland', 'code': 'IE', 'timezone': 'Europe/Dublin'}, 'officialSite': 'https://www.rte.ie/tv/'}",RTÉ ONE,Ireland,IE,,"{'tvrage': None, 'thetvdb': 390414, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/419/1048712.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/419/1048712.jpg'}","<p>Presenter Baz Ashmawy and his team set out to renovate the homes of deserving families, changing their lives forever – but with only 9 days to transform each home, and solely dependent on the generosity of volunteer trades and supplier donations – the pressure is truly on!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
14924,https://www.tvmaze.com/shows/14924/maigret,Maigret,Scripted,English,[],Ended,50.0,50.0,1960-10-31,1963-12-24,,,79,"{'id': 12, 'name': 'BBC One', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcone'}",BBC One,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 77819, 'imdb': 'tt0159178'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/50/127176.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/50/127176.jpg'}","<p>Maigret was a British television series made by the BBC and which - following a pilot episode broadcast in 1959 - ran for 52 episodes from 1960 to 1963.</p><p>Based on the Maigret stories of Georges Simenon, the series starred Rupert Davies as the Sûreté detective Commissaire Jules Maigret, and featured Ewen Solon as Lucas, Helen Shingler as Madame Maigret and Neville Jason as Lapointe.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
44723,https://www.tvmaze.com/shows/44723/walking-on-sunshine,Walking on Sunshine,Scripted,German,"['Drama', 'Comedy']",Running,50.0,50.0,2019-01-07,,,,20,"{'id': 235, 'name': 'ORF 1', 'country': {'name': 'Austria', 'code': 'AT', 'timezone': 'Europe/Vienna'}, 'officialSite': None}",ORF 1,Austria,AT,,"{'tvrage': None, 'thetvdb': 357859, 'imdb': 'tt7762780'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/217/543907.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/217/543907.jpg'}",,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11409,https://www.tvmaze.com/shows/11409/the-bass-pros,The Bass Pros,Reality,English,['Sports'],Ended,30.0,30.0,2007-01-09,2016-02-28,http://outdoorchannel.com/the-bass-pros,,19,"{'id': 207, 'name': 'Outdoor Channel', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Outdoor Channel,United States,US,,"{'tvrage': None, 'thetvdb': 302557, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/349/873692.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/349/873692.jpg'}","<p><b>The Bass Pros</b> has a stated goal to be the best, most informative show on bass fishing found anywhere today. Join Kevin VanDam, Edwin Evers, Stacey King, Rick Clunn, Tim Horton, Ott DeFoe, and others every week in a solid, fast-moving, information packed show on one fish – bass, and how to catch ‘em. 2013 is the seventh hot season featuring the latest trends, latest baits and latest techniques from the world's top anglers. We cover the basics in Bass 101, explore the hottest topics in Fishin' in Five, and drill down deep into solid information in In-Depth. This great show features multiple fishermen every week and we cover the country looking for new and better ways to fish for Smallies, Kentuckies, and Largemouth bass. It's in the name; it's in our blood – <i>The Bass Pros</i> and now, it's on Outdoor Channel!</p>",,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10755,https://www.tvmaze.com/shows/10755/triumph-in-the-skies,Triumph in the Skies,Scripted,Chinese,[],Ended,60.0,60.0,2003-10-27,2003-12-19,,,38,"{'id': 241, 'name': 'TVB', 'country': {'name': 'Hong Kong', 'code': 'HK', 'timezone': 'Asia/Hong_Kong'}, 'officialSite': None}",TVB,Hong Kong,HK,,"{'tvrage': None, 'thetvdb': 259141, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/36/90685.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/36/90685.jpg'}","<p>Triumph in the Skies is a Hong Kong drama television series. It premiered on TVB in 2003. The show tells the story of several people who work at Solar Airways as well as the Hong Kong International Airport. Solar Airways is a fictional airways based on the Hong Kong airline Cathay Pacific, following their lives and loves.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
12936,https://www.tvmaze.com/shows/12936/on-cinema,On Cinema,Talk Show,English,['Comedy'],To Be Determined,10.0,10.0,2012-12-01,,http://www.adultswim.com/videos/on-cinema/,,39,"{'id': 10, 'name': 'Adult Swim', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.adultswim.com/'}",Adult Swim,United States,US,,"{'tvrage': None, 'thetvdb': 272696, 'imdb': 'tt3204810'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/242/606082.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/242/606082.jpg'}",<p>Tim Heidecker reviews the latest movies in theaters with a special guest.</p>,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
25282,https://www.tvmaze.com/shows/25282/soldaty,Солдаты,Scripted,Russian,['Comedy'],Ended,44.0,44.0,2004-08-23,2013-05-18,,,47,"{'id': 505, 'name': 'РЕН ТВ', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",РЕН ТВ,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/98/245339.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/98/245339.jpg'}",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
16145,https://www.tvmaze.com/shows/16145/entourage,Entourage,Scripted,Korean,"['Drama', 'Comedy']",Ended,60.0,60.0,2016-11-04,2016-12-24,http://program.interest.me/tvn/entourage/,7.3,41,"{'id': 280, 'name': 'tvN', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': None}",tvN,"Korea, Republic of",KR,,"{'tvrage': None, 'thetvdb': 313818, 'imdb': 'tt5849698'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/88/221448.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/88/221448.jpg'}","<p>Yung Bin is a rising star actor in South Korea. He has been best friends with Ho Jin, Joon, and Geo Book since they were all children. Yung Bi belongs to a management company with Kim Eun Gab as the CEO.</p>",1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
44952,https://www.tvmaze.com/shows/44952/kompanonka,Компаньонка,Scripted,Russian,"['Drama', 'Thriller', 'Mystery']",Ended,45.0,45.0,2019-10-27,2019-10-27,https://kanalukraina.tv/ru/programs/t-s-kompanonka,,15,"{'id': 365, 'name': 'Україна', 'country': {'name': 'Ukraine', 'code': 'UA', 'timezone': 'Europe/Zaporozhye'}, 'officialSite': None}",Україна,Ukraine,UA,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/220/552174.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/220/552174.jpg'}",,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
48460,https://www.tvmaze.com/shows/48460/talking-movies,Talking Movies,Variety,English,[],Running,30.0,30.0,2007-07-02,,https://www.bbc.co.uk/programmes/b007swbn,,29,"{'id': 696, 'name': 'BBC News', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': None}",BBC News,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",,<p>Film news and reviews with Tom Brook.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66494,https://www.tvmaze.com/shows/66494/murdaugh-murders-a-southern-scandal,Murdaugh Murders: A Southern Scandal,Documentary,English,['Crime'],Ended,,47.0,2023-02-22,2023-02-22,https://www.netflix.com/title/81519789,7.3,45,,,,,Netflix,"{'tvrage': None, 'thetvdb': 429854, 'imdb': 'tt26340238'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/444/1110048.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/444/1110048.jpg'}",<p>Shocking tragedies shatter a tight-knit South Carolina community and expose the horrifying secrets of its most powerful family.</p>,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
51566,https://www.tvmaze.com/shows/51566/cto-ze-delat,Что (же) делать?,Talk Show,Russian,[],Running,60.0,52.0,2020-09-30,,https://tvrain.ru/teleshow/chto_zhe_delat/,,4,"{'id': 1062, 'name': 'Дождь', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",Дождь,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58806,https://www.tvmaze.com/shows/58806/kuklovody,Кукловоды,Scripted,Russian,['Thriller'],Ended,50.0,50.0,2013-11-09,2013-11-09,https://www.tvc.ru/channel/brand/id/1175,,9,"{'id': 737, 'name': 'ТВ Центр', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",ТВ Центр,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/373/932663.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/373/932663.jpg'}","<p>The main heroine arranges tangled games for her clients. She likes to think that everyone is playing by her rules. But she doesn't known that she is a piece in the hands of a man, who is in love with her. He decides to make her life as happy as possible, because he has little time left to live.</p>",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
53608,https://www.tvmaze.com/shows/53608/super-crooks,Super Crooks,Animation,Japanese,"['Comedy', 'Anime', 'Crime']",Ended,,25.0,2021-11-25,2021-11-25,https://www.netflix.com/title/81034907,5.0,48,,,,,Netflix,"{'tvrage': None, 'thetvdb': 402834, 'imdb': 'tt14272628'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/360/901229.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/360/901229.jpg'}",<p>Small-time crook Johnny Bolt recruits the ultimate crew for one last heist -- for real!</p>,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
51422,https://www.tvmaze.com/shows/51422/kender-du-typen,Kender du typen?,Reality,Danish,[],Running,,28.0,2017-01-02,,https://www.dr.dk/drtv/serie/kender-du-typen_7007,,12,"{'id': 115, 'name': 'DR1', 'country': {'name': 'Denmark', 'code': 'DK', 'timezone': 'Europe/Copenhagen'}, 'officialSite': None}",DR1,Denmark,DK,,"{'tvrage': None, 'thetvdb': 257250, 'imdb': 'tt0348951'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24045,https://www.tvmaze.com/shows/24045/occasional-wife,Occasional Wife,Scripted,English,['Comedy'],Ended,30.0,30.0,1966-09-13,1967-05-09,,,11,"{'id': 1, 'name': 'NBC', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.nbc.com/'}",NBC,United States,US,,"{'tvrage': None, 'thetvdb': 77930, 'imdb': 'tt0060013'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/91/227753.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/91/227753.jpg'}",<p>A young executive persuades his neighbor to pose as his wife to win a promotion with his company.</p>,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12392,https://www.tvmaze.com/shows/12392/flower-boy-ramen-shop,Flower Boy Ramen Shop,Scripted,Korean,"['Drama', 'Comedy', 'Romance']",Ended,60.0,45.0,2011-10-31,2011-12-20,http://handsome.interest.me/,7.3,42,"{'id': 280, 'name': 'tvN', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': None}",tvN,"Korea, Republic of",KR,,"{'tvrage': None, 'thetvdb': 253301, 'imdb': 'tt2373543'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/42/105632.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/42/105632.jpg'}","<p>Yang Eun Bi is preparing herself for a civil service exam with the dream of becoming a high school teacher, but accidentally bumps into Cha Chi Soo, an arrogant son of the biggest food conglomerate in Korea. Both of them end up working at a ramen shop ran by the lazy Choi Kang Hyuk.</p>",1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
