id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,rating,weight,network,network_name,network_country,network_country_code,webChannel_name,externals,image,summary,Drama,Science-Fiction,Thriller,Action,Crime,Horror,Romance,Adventure,Espionage,Music,Mystery,Supernatural,Fantasy,Family,Anime,Comedy,History,Medical,Legal,Western,War,Sports,Food,Travel,Adult,Children,DIY,Nature
46604,https://www.tvmaze.com/shows/46604/delfin,Дельфин,Scripted,Russian,"['Crime', 'Mystery']",Running,50.0,50.0,2020-03-09,,https://www.ntv.ru/serial/Dolphin/,,10,"{'id': 300, 'name': 'НТВ', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}",НТВ,Russian Federation,RU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/245/613090.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/245/613090.jpg'}",,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11023,https://www.tvmaze.com/shows/11023/all-american-new-year,All-American New Year,Variety,English,[],Running,180.0,147.0,2004-12-31,,,,52,"{'id': 185, 'name': 'Fox News Channel', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.foxnews.com/'}",Fox News Channel,United States,US,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/437/1093891.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/437/1093891.jpg'}","<p>Each year, Fox News rings in the new year live from Times Square in New York on New Year's Eve, with live musical performances and contributions from FNC's correspondents on it's <b>All-American New Year</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
60668,https://www.tvmaze.com/shows/60668/the-andy-warhol-diaries,The Andy Warhol Diaries,Documentary,English,[],Ended,,66.0,2022-03-09,2022-03-09,https://www.netflix.com/title/81026142,,51,,,,,Netflix,"{'tvrage': None, 'thetvdb': 416928, 'imdb': 'tt18082212'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/398/995335.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/398/995335.jpg'}","<p>After he's shot in 1968, Andy Warhol begins documenting his life and feelings. Those diaries, and this series, reveal the secrets behind his persona.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
69496,https://www.tvmaze.com/shows/69496/tommy-oscar,Tommy & Oscar,Animation,Italian,"['Comedy', 'Family', 'Science-Fiction']",Ended,25.0,25.0,1999-12-17,1999-12-24,https://www.raiplay.it/programmi/tommyeoscar,4.5,53,"{'id': 390, 'name': 'Rai 1', 'country': {'name': 'Italy', 'code': 'IT', 'timezone': 'Europe/Rome'}, 'officialSite': None}",Rai 1,Italy,IT,,"{'tvrage': None, 'thetvdb': 321265, 'imdb': 'tt1018851'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/466/1165755.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/466/1165755.jpg'}","<p>Oscar, an adorable and bizarre alien from Pianota, the planet of Music, is forced to land on Earth due to a failure of his spacecraft. Here he makes friends with Tommy, a courageous and charismatic 10-year-old boy who receives a series of ultra-technological gadgets from his inventor uncle, Professor Leonard, for each mission. The two, united by their passion for music and love for all races, experience exciting adventures together in all corners of the world, solving mysteries and saving people in danger.</p>",,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
46939,https://www.tvmaze.com/shows/46939/poison,Poison,Scripted,Hindi,"['Action', 'Crime', 'Thriller']",Running,35.0,35.0,2019-04-21,,https://www.zee5.com/zee5originals/details/poison/0-6-1558,,12,,,,,ZEE5,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt10290114'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/248/621257.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/248/621257.jpg'}","<p>After getting released from jail, Ranveer moves to Goa to seek revenge on his enemies. Meanwhile, DSP Vikram sets his eyes on Antonio Verghese, a gangster who operates from Goa. The plot thickens when the lives of these three men are entwined.</p>",,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
5795,https://www.tvmaze.com/shows/5795/man-v-food,Man v. Food,Reality,English,"['Food', 'Travel']",Ended,25.0,25.0,2008-12-03,2012-04-11,http://www.travelchannel.com/shows/man-v-food-1,8.1,46,"{'id': 82, 'name': 'Travel Channel', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Travel Channel,United States,US,,"{'tvrage': 20717, 'thetvdb': 84006, 'imdb': 'tt1342711'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/23/57828.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/23/57828.jpg'}","<p>Every region has its own local culture and flavor. One of the best ways for a traveler to immerse him or herself in new destinations is to taste these unique dishes. This taste exploration allows even the strictest of dieters the freedom to indulge. In the new series, Travel Channel's <b>Man v. Food</b>, host Adam Richman sets out to travel the country in search of the best places to do some serious indulging.</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
3627,https://www.tvmaze.com/shows/3627/de-lamas,De Lama's,Variety,Dutch,['Comedy'],Ended,60.0,60.0,2004-06-28,2008-11-07,http://factsheets.bnn.nl/56/de-lama-s-/home,,35,"{'id': 1020, 'name': 'NPO 3', 'country': {'name': 'Netherlands', 'code': 'NL', 'timezone': 'Europe/Amsterdam'}, 'officialSite': None}",NPO 3,Netherlands,NL,,"{'tvrage': 19500, 'thetvdb': 81043, 'imdb': 'tt0455061'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/18/47028.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/18/47028.jpg'}","<p>An Improvisation Comedy group performing impressive, and overall hilarious impressions, parodies and improvisation comedy, often using random artifacts to act out situations.</p>",,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
42040,https://www.tvmaze.com/shows/42040/eretlenek,Éretlenek,Scripted,Hungarian,"['Drama', 'Comedy']",Ended,26.0,26.0,1995-04-14,1996-12-22,https://www.mediaklikk.hu/2014/02/24/eretlenek/,,15,"{'id': 461, 'name': 'M2', 'country': {'name': 'Hungary', 'code': 'HU', 'timezone': 'Europe/Budapest'}, 'officialSite': None}",M2,Hungary,HU,,"{'tvrage': None, 'thetvdb': 343827, 'imdb': 'tt0111953'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/460/1151871.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/460/1151871.jpg'}",,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
29252,https://www.tvmaze.com/shows/29252/the-superstars,The Superstars,Game Show,English,['Sports'],Ended,60.0,60.0,2009-06-23,2009-08-04,,,11,"{'id': 3, 'name': 'ABC', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://abc.com/'}",ABC,United States,US,,"{'tvrage': None, 'thetvdb': 122421, 'imdb': 'tt1447930'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/116/291924.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/116/291924.jpg'}",<p><b>The Superstars</b> pitted athletes from all different sports against each other to determine the best athlete in the world. Eight celebrities were paired with eight professional male and female athletes to compete against each other in varying sporting events.</p>,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
47105,https://www.tvmaze.com/shows/47105/i-do-redo,"I Do, Redo",Reality,English,['Romance'],Running,30.0,30.0,2020-03-22,,https://www.bellmedia.ca/the-lede/tv/ctv/i-do-redo/,,6,"{'id': 48, 'name': 'CTV', 'country': {'name': 'Canada', 'code': 'CA', 'timezone': 'America/Halifax'}, 'officialSite': 'https://www.ctv.ca/'}",CTV,Canada,CA,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/250/625918.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/250/625918.jpg'}","<p>In <b>I Do, Redo</b>, internationally acclaimed wedding expert and celebrity stylist Jessica Mulroney revisits first-time wedding disasters before re-making the wedding dreams of 10 devoted couples. </p>",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45802,https://www.tvmaze.com/shows/45802/hentatsu,Hentatsu,Animation,Japanese,"['Adventure', 'Anime', 'Mystery']",Running,1.0,1.0,2020-01-04,,https://hentatsu.com/,,28,"{'id': 132, 'name': 'Tokyo MX', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",Tokyo MX,Japan,JP,,"{'tvrage': None, 'thetvdb': 375216, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/236/590534.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/236/590534.jpg'}","<p><b>Hentatsu</b> depicts the daily conversation between director Tatsuki and Yoshihisa Isa, the two heads of the animation studio ""Irodori"", with them taking on the characters of a cat and a demon girl.</p>",,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
28409,https://www.tvmaze.com/shows/28409/days-in-the-sun,Days in the Sun,Scripted,Korean,"['Drama', 'Romance']",Ended,70.0,70.0,2002-03-25,2002-05-14,http://www.kbs.co.kr/end_program/drama/sunshine/,,26,"{'id': 128, 'name': 'KBS2', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': None}",KBS2,"Korea, Republic of",KR,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/113/282679.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/113/282679.jpg'}","<p>Hee Ju and Tae Kyong are friends who work at a hotel. During a violent bank robberty, Hee Ju is unaware that her cash is stolen by sneaky Dong Wook who happens to be next to her at the time of the robbery. Tae Kyong in the meantime is attracted to Seung Joon, a hotel guest. After an unfortunate incident at the hotel, Hee Ju and Tae Kyong move to Seoul where their paths cross with Dong Wook and Seung Joon.</p>",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
19816,https://www.tvmaze.com/shows/19816/magical-angel-creamy-mami,Magical Angel Creamy Mami,Animation,Japanese,"['Comedy', 'Adventure', 'Anime', 'Children']",Ended,25.0,25.0,1983-07-01,1984-06-29,http://pierrot.jp/title/magicgirl/,,32,"{'id': 137, 'name': 'NTV', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",NTV,Japan,JP,,"{'tvrage': None, 'thetvdb': 195161, 'imdb': 'tt0288987'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/148/372042.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/148/372042.jpg'}","<p><b>Magical Angel Creamy Mami</b> is about a young girl, Yuu, who after seeing a spaceship is given the power to use magic for one year. She is also given 2 cats, Poji and Nega, to watch over and guide her. Using her magic powers to transform into the idol Creamy Mami, Yuu must work hard at acting, singing, helping her parents at their crepe shop, fighting aliens and bad guys, going to school, plus try to get the affections of her childhood friend Toshio.</p>",,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,
15462,https://www.tvmaze.com/shows/15462/ragnastrike-angels,Ragnastrike Angels,Animation,Japanese,"['Action', 'Anime', 'Science-Fiction']",Ended,1.0,1.0,2016-04-03,2016-06-19,http://ragst.jp/anime.php,,28,"{'id': 132, 'name': 'Tokyo MX', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",Tokyo MX,Japan,JP,,"{'tvrage': None, 'thetvdb': 309837, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/52/131136.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/52/131136.jpg'}",<p>The series follows fighting girls whose size is increased to 38 meters (about 125 feet) tall.</p>,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
66545,https://www.tvmaze.com/shows/66545/tale-of-the-ancient-snake,Tale of the Ancient Snake,Scripted,Chinese,"['Fantasy', 'Horror', 'Romance']",Ended,4.0,4.0,2022-02-10,2022-05-21,,,52,,,,,Kuaishou,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/442/1107279.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/442/1107279.jpg'}","<p>While drunk, the heroine travelled into the past... and got kidnapped to marry Chen Tian Xuan, who is also forced into this marriage by his brother. But Chen Tian Xuan kills himself just before this marriage and his body is stolen by a mysterious snake monster.</p>",,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
64891,https://www.tvmaze.com/shows/64891/berserk-mot-sydpolen,Berserk mot Sydpolen,Reality,Norwegian,"['Adventure', 'Travel']",Ended,55.0,55.0,2012-01-19,2012-03-15,,,1,"{'id': 314, 'name': 'TVNorge', 'country': {'name': 'Norway', 'code': 'NO', 'timezone': 'Europe/Oslo'}, 'officialSite': None}",TVNorge,Norway,NO,,"{'tvrage': None, 'thetvdb': 255522, 'imdb': 'tt4456176'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/428/1071253.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/428/1071253.jpg'}","<p>Expedition leader Jarle Andhøy and his crew sail Berserk to the South Pole to plant the Norwegian flag at the pole 100 years after Amundsen. But while Jarle and Samuel are on the ice, Berserk disappears with three of the crew. Now, for the first time, we get to see the unique photos from the trip. This will be a strong story, and a story that will give us important insight into what happened before Berserk disappeared in the winter of 2011.</p>",,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
19971,https://www.tvmaze.com/shows/19971/reizen-waes,Reizen Waes,Documentary,Dutch,[],Running,50.0,50.0,2013-09-03,,http://een.be/reizen-waes,,42,"{'id': 121, 'name': 'VRT 1', 'country': {'name': 'Belgium', 'code': 'BE', 'timezone': 'Europe/Brussels'}, 'officialSite': None}",VRT 1,Belgium,BE,,"{'tvrage': None, 'thetvdb': 272905, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/95/238181.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/95/238181.jpg'}",<p>Tom Waes discovers countries that the average tourist ignores</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27971,https://www.tvmaze.com/shows/27971/crystal-tipps-and-alistair,Crystal Tipps and Alistair,Animation,English,['Children'],Ended,5.0,5.0,1972-11-09,1972-11-09,http://www.bbc.co.uk/programmes/p04969cf,,57,"{'id': 12, 'name': 'BBC One', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcone'}",BBC One,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 302937, 'imdb': 'tt0820424'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/166/416829.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/166/416829.jpg'}","<p>British cartoon series about the adventures of a frizzy haired girl and her dog, Alistair. They also meet up with their friends Birdie and Butterfly. The stories are told without dialogue but have a musical score and Pop-Art design.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
13045,https://www.tvmaze.com/shows/13045/lego-star-wars-the-resistance-rises,LEGO Star Wars: The Resistance Rises,Animation,English,"['Children', 'Science-Fiction']",Ended,10.0,6.0,2016-02-15,2016-05-04,http://blogs.disney.com/oh-my-disney/2016/02/12/lego-star-wars-the-resistance-rises-to-debut-on-disney-xd-february-15/,,46,"{'id': 25, 'name': 'Disney XD', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Disney XD,United States,US,,"{'tvrage': None, 'thetvdb': 307675, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/86/216301.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/86/216301.jpg'}","<p>A new animated series of shorts, <b>LEGO Star Wars: The Resistance Rises</b> is premiering on Disney XD, and will kick off with the episode ""Poe to the Rescue"". The shorts will feature all of the heroes and villains from Star Wars: The Force Awakens. The Resistance Rises will take place prior to the First Order's attack on Jakku, and will feature all-new stories starring Han Solo, Finn, Rey, Max Kanata and more. The first episode, ""Poe to the Rescue"", focuses on the the resistance pilot coming to the aid of Admiral Ackbar (*not a trap), who is being held captive by Captain Phasma (*possibly a trap). The episode will also feature Kylo Ren, C-3PO, and BB-8.</p>",,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
21708,https://www.tvmaze.com/shows/21708/bizarre-animal-er,Bizarre Animal ER,Documentary,English,"['Nature', 'Medical']",Ended,30.0,30.0,2009-05-26,2009-11-05,http://www.bbc.co.uk/programmes/b00kt87z,,45,"{'id': 49, 'name': 'BBC Three', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcthree'}",BBC Three,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 251411, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/78/195150.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/78/195150.jpg'}",<p>Documentary series featuring the oddest animal accidents and strangest pet problems from all corners of the UK.</p>,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
12809,https://www.tvmaze.com/shows/12809/roughnecks,Roughnecks,Scripted,English,['Drama'],Ended,50.0,50.0,1994-06-16,1995-12-21,,,30,"{'id': 12, 'name': 'BBC One', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcone'}",BBC One,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 78319, 'imdb': 'tt1107070'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/43/109694.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/43/109694.jpg'}","<p><b>Roughnecks</b> was a BBC television series that ran over two series between 1994 and 1995 on BBC One.</p><p>The show centred on the working and personal lives of those who worked on the fictional oil rig ""The Osprey Explorer"" in the North Sea.</p>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44335,https://www.tvmaze.com/shows/44335/psychopath-diary,Psychopath Diary,Scripted,Korean,"['Drama', 'Crime', 'Thriller']",Ended,90.0,90.0,2019-11-20,2020-01-09,http://program.tving.com/tvn/psychodiary/,,41,"{'id': 280, 'name': 'tvN', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': None}",tvN,"Korea, Republic of",KR,,"{'tvrage': None, 'thetvdb': 369531, 'imdb': 'tt11133466'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/217/544832.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/217/544832.jpg'}","<p><b>Psychopath Diary</b> is about a man named Yook Dong Shik, who coincidentally witnesses a murder and loses his memory after an accident that occurs while fleeing the scene. He wakes up with no sense of identity and mistakes himself as the killer when he finds the murderer's diary in his hands.</p>",1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
32885,https://www.tvmaze.com/shows/32885/en-fyra-for-tre,En fyra för tre,Scripted,Swedish,['Comedy'],Ended,30.0,30.0,1996-02-06,1997-11-18,,,25,"{'id': 123, 'name': 'TV4', 'country': {'name': 'Sweden', 'code': 'SE', 'timezone': 'Europe/Stockholm'}, 'officialSite': None}",TV4,Sweden,SE,,"{'tvrage': None, 'thetvdb': 80495, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/132/331139.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/132/331139.jpg'}","<p><b>En fyra för tre</b> (One four room flat for three) is a Swedish television series. It is based on the American sitcom <i>Three's Company</i> (which was based on <i>Man About the House</i>, a British series).</p>",,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
67738,https://www.tvmaze.com/shows/67738/moshimo-ikemen-dake-no-koukou-ga-attara,"Moshimo, Ikemen Dake no Koukou ga Attara",Scripted,Japanese,['Comedy'],Ended,25.0,25.0,2022-01-15,2022-03-19,https://www.tv-asahi.co.jp/moshiike/,,4,"{'id': 263, 'name': 'TV Asahi', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",TV Asahi,Japan,JP,,"{'tvrage': None, 'thetvdb': 413413, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/454/1135106.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/454/1135106.jpg'}",<p>The story is set in the private senior high school Minami Gakuen which boasts of an unusually high proportion of good-looking students and aims to win at the National Ikemen Contest for senior high school students.</p>,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47899,https://www.tvmaze.com/shows/47899/deadman,Deadman,Animation,English,[],Ended,5.0,5.0,2013-09-28,2013-11-30,,,18,"{'id': 11, 'name': 'Cartoon Network', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",Cartoon Network,United States,US,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/255/639356.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/255/639356.jpg'}","<p><b>Deadman</b> is a series of short cartoons about Boston Brand, an innocent, lonely little ghost, who tries to do his best to do the right thing using his powers.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,https://www.tvmaze.com/shows/4980/foute-vrienden,Foute Vrienden,Game Show,Dutch,['Comedy'],Ended,30.0,30.0,2015-03-12,2019-09-25,http://www.rtl.nl/foute-vrienden/#!/,,31,"{'id': 373, 'name': 'RTL5', 'country': {'name': 'Netherlands', 'code': 'NL', 'timezone': 'Europe/Amsterdam'}, 'officialSite': None}",RTL5,Netherlands,NL,,"{'tvrage': None, 'thetvdb': 293229, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/21/54126.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/21/54126.jpg'}",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
38418,https://www.tvmaze.com/shows/38418/find-my-past,Find My Past,Documentary,English,['History'],Ended,60.0,60.0,2011-10-20,2012-11-27,http://yesterday.uktv.co.uk/shows/find-my-past,,13,"{'id': 345, 'name': 'Yesterday', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://yesterday.uktv.co.uk/'}",Yesterday,United Kingdom,GB,,"{'tvrage': None, 'thetvdb': 253567, 'imdb': None}",,"<p><b>Find My Past</b> sees ordinary members of the public go on an extraordinary journey to find out how their ancestors played a role in some of history's key moments. Presented by Chris Hollins, <i>Find My Past</i> brings genealogy to the masses in a very moving way.</p>",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
64737,https://www.tvmaze.com/shows/64737/sizi-dinliyorum,Sizi Dinliyorum,Scripted,Turkish,[],Running,,,2022-09-23,,https://www.exxen.com/tr/detail/serie/sizi-dinliyorum/46350,,4,,,,,Exxen,"{'tvrage': None, 'thetvdb': 424570, 'imdb': 'tt21194680'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/427/1068289.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/427/1068289.jpg'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48211,https://www.tvmaze.com/shows/48211/over-the-black-dot,Over the Black Dot,Sports,English,[],Running,60.0,45.0,2020-05-26,,https://www.sbs.com.au/nitv/over-the-black-dot,,8,"{'id': 1149, 'name': 'NITV', 'country': {'name': 'Australia', 'code': 'AU', 'timezone': 'Australia/Sydney'}, 'officialSite': None}",NITV,Australia,AU,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",,"<p>NITV premiers its newest league show, <b>Over the Black Dot</b>, which includes an all-Indigenous host line-up of Jodan Perry, George Rose, Timana Tahu and Bo Dela Cruz.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
68209,https://www.tvmaze.com/shows/68209/anata-ga-shite-kurenakute-mo,Anata ga Shite Kurenakute mo,Scripted,Japanese,"['Drama', 'Romance']",Ended,54.0,54.0,2023-04-13,2023-06-29,https://www.fujitv.co.jp/anataga_drama/,,43,"{'id': 131, 'name': 'Fuji TV', 'country': {'name': 'Japan', 'code': 'JP', 'timezone': 'Asia/Tokyo'}, 'officialSite': None}",Fuji TV,Japan,JP,,"{'tvrage': None, 'thetvdb': 432195, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/457/1144775.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/457/1144775.jpg'}","<p>Yoshino Michi is 32 years old. She's been married for five years, but hasn't had sex for the last two. It's not as if she doesn't get along with her husband, it's just that the sex part is lacking. It was a bit unexpected, but one night when she when drinking with her colleague, Niina Makoto, she wound up confessing that her marriage had turned sexless. And then, a shocked Niina responded ""My marriage is sexless, too,"" and smiled with a lonely look in his eyes.</p>",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
35607,https://www.tvmaze.com/shows/35607/robert-og-herman,Robert og Herman,Scripted,Norwegian,['Comedy'],Ended,15.0,15.0,2017-12-23,2018-12-01,https://tv.nrk.no/serie/roberts-stoltenbergs-univers,,16,"{'id': 91, 'name': 'NRK1', 'country': {'name': 'Norway', 'code': 'NO', 'timezone': 'Europe/Oslo'}, 'officialSite': None}",NRK1,Norway,NO,,"{'tvrage': None, 'thetvdb': 353289, 'imdb': 'tt8579232'}",,<p>Robert Stoltenberg and Herman Flesvig's popular characters take vacation and travel in the cabin.</p>,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
45046,https://www.tvmaze.com/shows/45046/dalida,Dalida,Scripted,,['Drama'],Ended,120.0,120.0,2005-05-02,2005-05-02,,,7,"{'id': 106, 'name': 'France 2', 'country': {'name': 'France', 'code': 'FR', 'timezone': 'Europe/Paris'}, 'officialSite': None}",France 2,France,FR,,"{'tvrage': None, 'thetvdb': 248481, 'imdb': 'tt0416362'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/224/560183.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/224/560183.jpg'}",<p>The life story of famous singer and actress of Egiptian and Italian ancestry Iolanda Gigliotti known by her stage name Dalida.</p>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42086,https://www.tvmaze.com/shows/42086/the-great-craftsman,The Great Craftsman,Scripted,Chinese,"['Drama', 'Romance', 'War']",Ended,60.0,60.0,2019-05-06,2019-06-09,,,37,"{'id': 276, 'name': 'Hunan TV', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': None}",Hunan TV,China,CN,,"{'tvrage': None, 'thetvdb': None, 'imdb': None}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/195/487793.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/195/487793.jpg'}","<p>A story about craftsmanship that follows Shen Qinan and Fu Hanjun fighting for their dreams. Through their efforts, they gradually earn recognition in the construction industry.</p>",1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
